RegionID,SizeRank,RegionName,RegionType,StateName,BaseDate,date,value,source_file,zhvf,tier,State,City,Metro,CountyName
91129,14476,75925,zip,TX,2026-01-31,2026-04-30,0.5,Zip_zhvf_growth_uc_sfrcondo_tier_0.33_0.67_sm_sa_month.csv,growth,0,TX,Alto,"Jacksonville, TX",Cherokee County
91087,14778,75792,zip,TX,2026-01-31,2026-04-30,1.5,Zip_zhvf_growth_uc_sfrcondo_tier_0.33_0.67_sm_sa_month.csv,growth,0,TX,Winona,"Tyler, TX",Smith County
91057,15255,75750,zip,TX,2026-01-31,2026-04-30,1.2,Zip_zhvf_growth_uc_sfrcondo_tier_0.33_0.67_sm_sa_month.csv,growth,0,TX,,"Tyler, TX",Smith County
91020,15672,75661,zip,TX,2026-01-31,2026-04-30,1.4,Zip_zhvf_growth_uc_sfrcondo_tier_0.33_0.67_sm_sa_month.csv,growth,0,TX,,"Longview, TX",Harrison County
91048,16085,75705,zip,TX,2026-01-31,2026-04-30,1.0,Zip_zhvf_growth_uc_sfrcondo_tier_0.33_0.67_sm_sa_month.csv,growth,0,TX,Tyler,"Tyler, TX",Smith County
91072,16703,75770,zip,TX,2026-01-31,2026-04-30,1.6,Zip_zhvf_growth_uc_sfrcondo_tier_0.33_0.67_sm_sa_month.csv,growth,0,TX,,"Athens, TX",Henderson County
91076,16851,75778,zip,TX,2026-01-31,2026-04-30,1.0,Zip_zhvf_growth_uc_sfrcondo_tier_0.33_0.67_sm_sa_month.csv,growth,0,TX,Murchison,"Athens, TX",Henderson County
91173,17045,75980,zip,TX,2026-01-31,2026-04-30,-0.1,Zip_zhvf_growth_uc_sfrcondo_tier_0.33_0.67_sm_sa_month.csv,growth,0,TX,Zavalla,"Lufkin, TX",Angelina County
91066,17297,75760,zip,TX,2026-01-31,2026-04-30,1.5,Zip_zhvf_growth_uc_sfrcondo_tier_0.33_0.67_sm_sa_month.csv,growth,0,TX,Cushing,"Nacogdoches, TX",Nacogdoches County
91031,17736,75681,zip,TX,2026-01-31,2026-04-30,2.3,Zip_zhvf_growth_uc_sfrcondo_tier_0.33_0.67_sm_sa_month.csv,growth,0,TX,Mount Enterprise,"Longview, TX",Rusk County
90739,18008,75163,zip,TX,2026-01-31,2026-04-30,0.7,Zip_zhvf_growth_uc_sfrcondo_tier_0.33_0.67_sm_sa_month.csv,growth,0,TX,Trinidad,"Athens, TX",Henderson County
91011,19394,75651,zip,TX,2026-01-31,2026-04-30,1.1,Zip_zhvf_growth_uc_sfrcondo_tier_0.33_0.67_sm_sa_month.csv,growth,0,TX,Harleton,"Longview, TX",Harrison County
91111,19769,75853,zip,TX,2026-01-31,2026-04-30,0.5,Zip_zhvf_growth_uc_sfrcondo_tier_0.33_0.67_sm_sa_month.csv,growth,0,TX,Montalba,"Palestine, TX",Anderson County
91024,20456,75667,zip,TX,2026-01-31,2026-04-30,2.1,Zip_zhvf_growth_uc_sfrcondo_tier_0.33_0.67_sm_sa_month.csv,growth,0,TX,Laneville,"Longview, TX",Rusk County
91145,20817,75943,zip,TX,2026-01-31,2026-04-30,1.8,Zip_zhvf_growth_uc_sfrcondo_tier_0.33_0.67_sm_sa_month.csv,growth,0,TX,Douglass,"Nacogdoches, TX",Nacogdoches County
90918,20873,75451,zip,TX,2026-01-31,2026-04-30,1.0,Zip_zhvf_growth_uc_sfrcondo_tier_0.33_0.67_sm_sa_month.csv,growth,0,TX,Leesburg,"Mount Pleasant, TX",Camp County
91140,21105,75937,zip,TX,2026-01-31,2026-04-30,1.2,Zip_zhvf_growth_uc_sfrcondo_tier_0.33_0.67_sm_sa_month.csv,growth,0,TX,Etoile,"Nacogdoches, TX",Nacogdoches County
91146,23642,75944,zip,TX,2026-01-31,2026-04-30,2.1,Zip_zhvf_growth_uc_sfrcondo_tier_0.33_0.67_sm_sa_month.csv,growth,0,TX,Etoile,"Nacogdoches, TX",Nacogdoches County
91081,24959,75784,zip,TX,2026-01-31,2026-04-30,2.1,Zip_zhvf_growth_uc_sfrcondo_tier_0.33_0.67_sm_sa_month.csv,growth,0,TX,Reklaw,"Longview, TX",Rusk County
91169,30490,75976,zip,TX,2026-01-31,2026-04-30,0.0,Zip_zhvf_growth_uc_sfrcondo_tier_0.33_0.67_sm_sa_month.csv,growth,0,TX,Pollok,"Jacksonville, TX",Cherokee County
91046,1736,75703,zip,TX,2026-01-31,2027-01-31,1.2,Zip_zhvf_growth_uc_sfrcondo_tier_0.33_0.67_sm_sa_month.csv,growth,0,TX,Tyler,"Tyler, TX",Smith County
91127,2783,75904,zip,TX,2026-01-31,2027-01-31,-0.7,Zip_zhvf_growth_uc_sfrcondo_tier_0.33_0.67_sm_sa_month.csv,growth,0,TX,Lufkin,"Lufkin, TX",Angelina County
91044,2811,75701,zip,TX,2026-01-31,2027-01-31,1.4,Zip_zhvf_growth_uc_sfrcondo_tier_0.33_0.67_sm_sa_month.csv,growth,0,TX,Tyler,"Tyler, TX",Smith County
90991,3066,75605,zip,TX,2026-01-31,2027-01-31,0.3,Zip_zhvf_growth_uc_sfrcondo_tier_0.33_0.67_sm_sa_month.csv,growth,0,TX,Longview,"Longview, TX",Gregg County
90990,3395,75604,zip,TX,2026-01-31,2027-01-31,0.4,Zip_zhvf_growth_uc_sfrcondo_tier_0.33_0.67_sm_sa_month.csv,growth,0,TX,Longview,"Longview, TX",Gregg County
91124,3860,75901,zip,TX,2026-01-31,2027-01-31,-1.1,Zip_zhvf_growth_uc_sfrcondo_tier_0.33_0.67_sm_sa_month.csv,growth,0,TX,Lufkin,"Lufkin, TX",Angelina County
91045,4046,75702,zip,TX,2026-01-31,2027-01-31,0.9,Zip_zhvf_growth_uc_sfrcondo_tier_0.33_0.67_sm_sa_month.csv,growth,0,TX,Tyler,"Tyler, TX",Smith County
91071,4488,75766,zip,TX,2026-01-31,2027-01-31,-0.6,Zip_zhvf_growth_uc_sfrcondo_tier_0.33_0.67_sm_sa_month.csv,growth,0,TX,Jacksonville,"Jacksonville, TX",Cherokee County
91021,4906,75662,zip,TX,2026-01-31,2027-01-31,0.6,Zip_zhvf_growth_uc_sfrcondo_tier_0.33_0.67_sm_sa_month.csv,growth,0,TX,Kilgore,"Longview, TX",Gregg County
91160,6074,75964,zip,TX,2026-01-31,2027-01-31,0.7,Zip_zhvf_growth_uc_sfrcondo_tier_0.33_0.67_sm_sa_month.csv,growth,0,TX,Nacogdoches,"Nacogdoches, TX",Nacogdoches County
91073,6080,75771,zip,TX,2026-01-31,2027-01-31,1.0,Zip_zhvf_growth_uc_sfrcondo_tier_0.33_0.67_sm_sa_month.csv,growth,0,TX,Lindale,"Tyler, TX",Smith County
91093,6088,75803,zip,TX,2026-01-31,2027-01-31,0.7,Zip_zhvf_growth_uc_sfrcondo_tier_0.33_0.67_sm_sa_month.csv,growth,0,TX,Palestine,"Palestine, TX",Anderson County
90988,6240,75602,zip,TX,2026-01-31,2027-01-31,0.5,Zip_zhvf_growth_uc_sfrcondo_tier_0.33_0.67_sm_sa_month.csv,growth,0,TX,Longview,"Longview, TX",Gregg County
91161,6305,75965,zip,TX,2026-01-31,2027-01-31,1.1,Zip_zhvf_growth_uc_sfrcondo_tier_0.33_0.67_sm_sa_month.csv,growth,0,TX,Nacogdoches,"Nacogdoches, TX",Nacogdoches County
91027,6783,75670,zip,TX,2026-01-31,2027-01-31,0.9,Zip_zhvf_growth_uc_sfrcondo_tier_0.33_0.67_sm_sa_month.csv,growth,0,TX,Marshall,"Longview, TX",Harrison County
91058,7100,75751,zip,TX,2026-01-31,2027-01-31,0.3,Zip_zhvf_growth_uc_sfrcondo_tier_0.33_0.67_sm_sa_month.csv,growth,0,TX,Athens,"Athens, TX",Henderson County
91091,7128,75801,zip,TX,2026-01-31,2027-01-31,0.4,Zip_zhvf_growth_uc_sfrcondo_tier_0.33_0.67_sm_sa_month.csv,growth,0,TX,Palestine,"Palestine, TX",Anderson County
91029,7227,75672,zip,TX,2026-01-31,2027-01-31,0.4,Zip_zhvf_growth_uc_sfrcondo_tier_0.33_0.67_sm_sa_month.csv,growth,0,TX,Marshall,"Longview, TX",Harrison County
90987,7515,75601,zip,TX,2026-01-31,2027-01-31,0.5,Zip_zhvf_growth_uc_sfrcondo_tier_0.33_0.67_sm_sa_month.csv,growth,0,TX,Longview,"Longview, TX",Gregg County
90733,7550,75156,zip,TX,2026-01-31,2027-01-31,-0.3,Zip_zhvf_growth_uc_sfrcondo_tier_0.33_0.67_sm_sa_month.csv,growth,0,TX,Payne Springs,"Athens, TX",Henderson County
91157,7657,75961,zip,TX,2026-01-31,2027-01-31,0.9,Zip_zhvf_growth_uc_sfrcondo_tier_0.33_0.67_sm_sa_month.csv,growth,0,TX,Nacogdoches,"Nacogdoches, TX",Nacogdoches County
91086,7963,75791,zip,TX,2026-01-31,2027-01-31,1.1,Zip_zhvf_growth_uc_sfrcondo_tier_0.33_0.67_sm_sa_month.csv,growth,0,TX,Whitehouse,"Tyler, TX",Smith County
91012,7969,75652,zip,TX,2026-01-31,2027-01-31,0.3,Zip_zhvf_growth_uc_sfrcondo_tier_0.33_0.67_sm_sa_month.csv,growth,0,TX,,"Longview, TX",Rusk County
91067,8045,75762,zip,TX,2026-01-31,2027-01-31,1.1,Zip_zhvf_growth_uc_sfrcondo_tier_0.33_0.67_sm_sa_month.csv,growth,0,TX,Flint,"Tyler, TX",Smith County
91036,8214,75686,zip,TX,2026-01-31,2027-01-31,-0.9,Zip_zhvf_growth_uc_sfrcondo_tier_0.33_0.67_sm_sa_month.csv,growth,0,TX,Pittsburg,"Mount Pleasant, TX",Camp County
91050,8245,75707,zip,TX,2026-01-31,2027-01-31,1.0,Zip_zhvf_growth_uc_sfrcondo_tier_0.33_0.67_sm_sa_month.csv,growth,0,TX,Tyler,"Tyler, TX",Smith County
91063,8498,75757,zip,TX,2026-01-31,2027-01-31,0.9,Zip_zhvf_growth_uc_sfrcondo_tier_0.33_0.67_sm_sa_month.csv,growth,0,TX,Bullard,"Jacksonville, TX",Cherokee County
91014,8726,75654,zip,TX,2026-01-31,2027-01-31,0.4,Zip_zhvf_growth_uc_sfrcondo_tier_0.33_0.67_sm_sa_month.csv,growth,0,TX,,"Longview, TX",Rusk County
91009,8888,75647,zip,TX,2026-01-31,2027-01-31,0.8,Zip_zhvf_growth_uc_sfrcondo_tier_0.33_0.67_sm_sa_month.csv,growth,0,TX,Gladewater,"Longview, TX",Gregg County
91007,8891,75644,zip,TX,2026-01-31,2027-01-31,0.9,Zip_zhvf_growth_uc_sfrcondo_tier_0.33_0.67_sm_sa_month.csv,growth,0,TX,,"Longview, TX",Upshur County
91047,9240,75704,zip,TX,2026-01-31,2027-01-31,1.3,Zip_zhvf_growth_uc_sfrcondo_tier_0.33_0.67_sm_sa_month.csv,growth,0,TX,Tyler,"Tyler, TX",Smith County
91082,9302,75785,zip,TX,2026-01-31,2027-01-31,-0.3,Zip_zhvf_growth_uc_sfrcondo_tier_0.33_0.67_sm_sa_month.csv,growth,0,TX,,"Jacksonville, TX",Cherokee County
91010,9482,75650,zip,TX,2026-01-31,2027-01-31,0.4,Zip_zhvf_growth_uc_sfrcondo_tier_0.33_0.67_sm_sa_month.csv,growth,0,TX,Hallsville,"Longview, TX",Harrison County
91049,9500,75706,zip,TX,2026-01-31,2027-01-31,1.2,Zip_zhvf_growth_uc_sfrcondo_tier_0.33_0.67_sm_sa_month.csv,growth,0,TX,Tyler,"Tyler, TX",Smith County
91008,9862,75645,zip,TX,2026-01-31,2027-01-31,0.6,Zip_zhvf_growth_uc_sfrcondo_tier_0.33_0.67_sm_sa_month.csv,growth,0,TX,,"Longview, TX",Upshur County
91051,9946,75708,zip,TX,2026-01-31,2027-01-31,1.1,Zip_zhvf_growth_uc_sfrcondo_tier_0.33_0.67_sm_sa_month.csv,growth,0,TX,Tyler,"Tyler, TX",Smith County
91084,10112,75789,zip,TX,2026-01-31,2027-01-31,-0.5,Zip_zhvf_growth_uc_sfrcondo_tier_0.33_0.67_sm_sa_month.csv,growth,0,TX,Troup,"Jacksonville, TX",Cherokee County
91064,10524,75758,zip,TX,2026-01-31,2027-01-31,0.4,Zip_zhvf_growth_uc_sfrcondo_tier_0.33_0.67_sm_sa_month.csv,growth,0,TX,Chandler,"Athens, TX",Henderson County
91150,10596,75949,zip,TX,2026-01-31,2027-01-31,-0.8,Zip_zhvf_growth_uc_sfrcondo_tier_0.33_0.67_sm_sa_month.csv,growth,0,TX,Huntington,"Lufkin, TX",Angelina County
91143,10904,75941,zip,TX,2026-01-31,2027-01-31,-1.3,Zip_zhvf_growth_uc_sfrcondo_tier_0.33_0.67_sm_sa_month.csv,growth,0,TX,Diboll,"Lufkin, TX",Angelina County
91034,11114,75684,zip,TX,2026-01-31,2027-01-31,0.1,Zip_zhvf_growth_uc_sfrcondo_tier_0.33_0.67_sm_sa_month.csv,growth,0,TX,,"Longview, TX",Rusk County
91059,11235,75752,zip,TX,2026-01-31,2027-01-31,0.2,Zip_zhvf_growth_uc_sfrcondo_tier_0.33_0.67_sm_sa_month.csv,growth,0,TX,Athens,"Athens, TX",Henderson County
90989,11443,75603,zip,TX,2026-01-31,2027-01-31,0.5,Zip_zhvf_growth_uc_sfrcondo_tier_0.33_0.67_sm_sa_month.csv,growth,0,TX,Longview,"Longview, TX",Gregg County
91117,11600,75861,zip,TX,2026-01-31,2027-01-31,0.6,Zip_zhvf_growth_uc_sfrcondo_tier_0.33_0.67_sm_sa_month.csv,growth,0,TX,Tennessee Colony,"Palestine, TX",Anderson County
90725,11674,75148,zip,TX,2026-01-31,2027-01-31,-0.3,Zip_zhvf_growth_uc_sfrcondo_tier_0.33_0.67_sm_sa_month.csv,growth,0,TX,Malakoff,"Athens, TX",Henderson County
91061,12129,75755,zip,TX,2026-01-31,2027-01-31,0.7,Zip_zhvf_growth_uc_sfrcondo_tier_0.33_0.67_sm_sa_month.csv,growth,0,TX,Big Sandy,"Longview, TX",Upshur County
91042,12352,75693,zip,TX,2026-01-31,2027-01-31,0.4,Zip_zhvf_growth_uc_sfrcondo_tier_0.33_0.67_sm_sa_month.csv,growth,0,TX,White Oak,"Longview, TX",Gregg County
91068,12423,75763,zip,TX,2026-01-31,2027-01-31,0.3,Zip_zhvf_growth_uc_sfrcondo_tier_0.33_0.67_sm_sa_month.csv,growth,0,TX,,"Athens, TX",Henderson County
91003,13106,75640,zip,TX,2026-01-31,2027-01-31,0.8,Zip_zhvf_growth_uc_sfrcondo_tier_0.33_0.67_sm_sa_month.csv,growth,0,TX,Diana,"Longview, TX",Upshur County
91041,13566,75692,zip,TX,2026-01-31,2027-01-31,0.2,Zip_zhvf_growth_uc_sfrcondo_tier_0.33_0.67_sm_sa_month.csv,growth,0,TX,Waskom,"Longview, TX",Harrison County
91062,13693,75756,zip,TX,2026-01-31,2027-01-31,0.0,Zip_zhvf_growth_uc_sfrcondo_tier_0.33_0.67_sm_sa_month.csv,growth,0,TX,Brownsboro,"Athens, TX",Henderson County
91100,13752,75839,zip,TX,2026-01-31,2027-01-31,0.6,Zip_zhvf_growth_uc_sfrcondo_tier_0.33_0.67_sm_sa_month.csv,growth,0,TX,Elkhart,"Palestine, TX",Anderson County
91052,13787,75709,zip,TX,2026-01-31,2027-01-31,1.2,Zip_zhvf_growth_uc_sfrcondo_tier_0.33_0.67_sm_sa_month.csv,growth,0,TX,Tyler,"Tyler, TX",Smith County
91147,13897,75946,zip,TX,2026-01-31,2027-01-31,0.9,Zip_zhvf_growth_uc_sfrcondo_tier_0.33_0.67_sm_sa_month.csv,growth,0,TX,Garrison,"Nacogdoches, TX",Nacogdoches County
91040,14244,75691,zip,TX,2026-01-31,2027-01-31,0.5,Zip_zhvf_growth_uc_sfrcondo_tier_0.33_0.67_sm_sa_month.csv,growth,0,TX,,"Longview, TX",Rusk County
91164,14322,75969,zip,TX,2026-01-31,2027-01-31,-1.0,Zip_zhvf_growth_uc_sfrcondo_tier_0.33_0.67_sm_sa_month.csv,growth,0,TX,Pollok,"Lufkin, TX",Angelina County
91033,14367,75683,zip,TX,2026-01-31,2027-01-31,1.2,Zip_zhvf_growth_uc_sfrcondo_tier_0.33_0.67_sm_sa_month.csv,growth,0,TX,Ore City,"Longview, TX",Upshur County
91129,14476,75925,zip,TX,2026-01-31,2027-01-31,-0.3,Zip_zhvf_growth_uc_sfrcondo_tier_0.33_0.67_sm_sa_month.csv,growth,0,TX,Alto,"Jacksonville, TX",Cherokee County
91087,14778,75792,zip,TX,2026-01-31,2027-01-31,1.4,Zip_zhvf_growth_uc_sfrcondo_tier_0.33_0.67_sm_sa_month.csv,growth,0,TX,Winona,"Tyler, TX",Smith County
91057,15255,75750,zip,TX,2026-01-31,2027-01-31,1.0,Zip_zhvf_growth_uc_sfrcondo_tier_0.33_0.67_sm_sa_month.csv,growth,0,TX,,"Tyler, TX",Smith County
91020,15672,75661,zip,TX,2026-01-31,2027-01-31,0.4,Zip_zhvf_growth_uc_sfrcondo_tier_0.33_0.67_sm_sa_month.csv,growth,0,TX,,"Longview, TX",Harrison County
91048,16085,75705,zip,TX,2026-01-31,2027-01-31,0.8,Zip_zhvf_growth_uc_sfrcondo_tier_0.33_0.67_sm_sa_month.csv,growth,0,TX,Tyler,"Tyler, TX",Smith County
91072,16703,75770,zip,TX,2026-01-31,2027-01-31,0.7,Zip_zhvf_growth_uc_sfrcondo_tier_0.33_0.67_sm_sa_month.csv,growth,0,TX,,"Athens, TX",Henderson County
91076,16851,75778,zip,TX,2026-01-31,2027-01-31,0.1,Zip_zhvf_growth_uc_sfrcondo_tier_0.33_0.67_sm_sa_month.csv,growth,0,TX,Murchison,"Athens, TX",Henderson County
91173,17045,75980,zip,TX,2026-01-31,2027-01-31,-1.3,Zip_zhvf_growth_uc_sfrcondo_tier_0.33_0.67_sm_sa_month.csv,growth,0,TX,Zavalla,"Lufkin, TX",Angelina County
91066,17297,75760,zip,TX,2026-01-31,2027-01-31,0.9,Zip_zhvf_growth_uc_sfrcondo_tier_0.33_0.67_sm_sa_month.csv,growth,0,TX,Cushing,"Nacogdoches, TX",Nacogdoches County
91031,17736,75681,zip,TX,2026-01-31,2027-01-31,0.8,Zip_zhvf_growth_uc_sfrcondo_tier_0.33_0.67_sm_sa_month.csv,growth,0,TX,Mount Enterprise,"Longview, TX",Rusk County
90739,18008,75163,zip,TX,2026-01-31,2027-01-31,-0.2,Zip_zhvf_growth_uc_sfrcondo_tier_0.33_0.67_sm_sa_month.csv,growth,0,TX,Trinidad,"Athens, TX",Henderson County
91011,19394,75651,zip,TX,2026-01-31,2027-01-31,0.3,Zip_zhvf_growth_uc_sfrcondo_tier_0.33_0.67_sm_sa_month.csv,growth,0,TX,Harleton,"Longview, TX",Harrison County
91111,19769,75853,zip,TX,2026-01-31,2027-01-31,0.4,Zip_zhvf_growth_uc_sfrcondo_tier_0.33_0.67_sm_sa_month.csv,growth,0,TX,Montalba,"Palestine, TX",Anderson County
91024,20456,75667,zip,TX,2026-01-31,2027-01-31,0.7,Zip_zhvf_growth_uc_sfrcondo_tier_0.33_0.67_sm_sa_month.csv,growth,0,TX,Laneville,"Longview, TX",Rusk County
91145,20817,75943,zip,TX,2026-01-31,2027-01-31,0.9,Zip_zhvf_growth_uc_sfrcondo_tier_0.33_0.67_sm_sa_month.csv,growth,0,TX,Douglass,"Nacogdoches, TX",Nacogdoches County
90918,20873,75451,zip,TX,2026-01-31,2027-01-31,-1.3,Zip_zhvf_growth_uc_sfrcondo_tier_0.33_0.67_sm_sa_month.csv,growth,0,TX,Leesburg,"Mount Pleasant, TX",Camp County
91140,21105,75937,zip,TX,2026-01-31,2027-01-31,0.7,Zip_zhvf_growth_uc_sfrcondo_tier_0.33_0.67_sm_sa_month.csv,growth,0,TX,Etoile,"Nacogdoches, TX",Nacogdoches County
91146,23642,75944,zip,TX,2026-01-31,2027-01-31,0.9,Zip_zhvf_growth_uc_sfrcondo_tier_0.33_0.67_sm_sa_month.csv,growth,0,TX,Etoile,"Nacogdoches, TX",Nacogdoches County
91081,24959,75784,zip,TX,2026-01-31,2027-01-31,0.8,Zip_zhvf_growth_uc_sfrcondo_tier_0.33_0.67_sm_sa_month.csv,growth,0,TX,Reklaw,"Longview, TX",Rusk County
91169,30490,75976,zip,TX,2026-01-31,2027-01-31,-1.3,Zip_zhvf_growth_uc_sfrcondo_tier_0.33_0.67_sm_sa_month.csv,growth,0,TX,Pollok,"Jacksonville, TX",Cherokee County
